Product Name,Brand,Skin Concern,Severity,Ingredients,Product Type,Skin Type,Price,Customer Rating,Reviews,Availability,Feature_Blob
The Ordinary Moisturizer,Neutrogena,"Blackheads, Papules, Pustules",Low,Vitamin C  Salicylic Acid  Centella Asiatica  Lactic Acid  Azelaic Acid,Toner,dry,1649.53,4.4,907,"Nykaa, Amazon","Blackheads, Papules, Pustules Low Vitamin C  Salicylic Acid  Centella Asiatica  Lactic Acid  Azelaic Acid Toner"
Cetaphil Cleanser,CeraVe,"Dark Spot, Whiteheads",Low,Tea Tree Oil  Benzoyl Peroxide,Moisturizer,oily,1097.96,4.8,872,Nykaa,"Dark Spot, Whiteheads Low Tea Tree Oil  Benzoyl Peroxide Moisturizer"
Bioderma Toner,La Roche-Posay,"Papules, Whiteheads",Low,Azelaic Acid  Zinc PCA  Hyaluronic Acid  Tea Tree Oil,Spot Treatment,combination,1427.02,4.6,744,"Official Website, Amazon","Papules, Whiteheads Low Azelaic Acid  Zinc PCA  Hyaluronic Acid  Tea Tree Oil Spot Treatment"
Cetaphil Moisturizer,Clinique,"Dark Spot, Nodules, Papules",Medium,Tea Tree Oil  Vitamin C,Spot Treatment,dry,1202.91,4.8,3811,Official Website,"Dark Spot, Nodules, Papules Medium Tea Tree Oil  Vitamin C Spot Treatment"
Clinique Spot Treatment,Eucerin,"Blackheads, Dark Spot, Nodules",Low,Lactic Acid  Zinc PCA  Tea Tree Oil  Benzoyl Peroxide  Retinol,Spot Treatment,"sensitive, normal",1115.59,4.6,3202,"Official Website, Sephora, Nykaa","Blackheads, Dark Spot, Nodules Low Lactic Acid  Zinc PCA  Tea Tree Oil  Benzoyl Peroxide  Retinol Spot Treatment"
La Roche-Posay Cleanser,CeraVe,"Blackheads, Nodules, Pustules",Low,Hyaluronic Acid  Glycolic Acid  Azelaic Acid  Niacinamide,Exfoliator,dry,2070.27,4.8,4597,Sephora,"Blackheads, Nodules, Pustules Low Hyaluronic Acid  Glycolic Acid  Azelaic Acid  Niacinamide Exfoliator"
Paula's Choice Toner,CeraVe,"Dark Spot, Papules, Whiteheads",Low,Salicylic Acid  Benzoyl Peroxide,Serum,"oily, combination",2230.0,4.2,3031,"Sephora, Nykaa, Dermstore","Dark Spot, Papules, Whiteheads Low Salicylic Acid  Benzoyl Peroxide Serum"
The Ordinary Toner,La Roche-Posay,Papules,Medium,Benzoyl Peroxide  Lactic Acid  Centella Asiatica  Hyaluronic Acid,Toner,"combination, sensitive",2438.55,3.6,1690,"Dermstore, Official Website, Sephora",Papules Medium Benzoyl Peroxide  Lactic Acid  Centella Asiatica  Hyaluronic Acid Toner
La Roche-Posay Moisturizer,Innisfree,Dark Spot,Medium,Tea Tree Oil  Vitamin C  Lactic Acid,Spot Treatment,"dry, sensitive, oily",2454.43,4.2,925,"Nykaa, Amazon",Dark Spot Medium Tea Tree Oil  Vitamin C  Lactic Acid Spot Treatment
Clinique Serum,La Roche-Posay,"Dark Spot, Pustules",Medium,Glycolic Acid  Lactic Acid,Moisturizer,"oily, sensitive",977.34,4.1,4468,Amazon,"Dark Spot, Pustules Medium Glycolic Acid  Lactic Acid Moisturizer"
Innisfree Spot Treatment,Cetaphil,"Papules, Whiteheads",Low,Tea Tree Oil  Glycolic Acid  Centella Asiatica  Niacinamide,Cleanser,combination,768.07,4.4,1639,"Nykaa, Ulta, Amazon","Papules, Whiteheads Low Tea Tree Oil  Glycolic Acid  Centella Asiatica  Niacinamide Cleanser"
CeraVe Spot Treatment,Paula's Choice,"Dark Spot, Whiteheads",Low,Zinc PCA  Azelaic Acid,Spot Treatment,oily,474.58,4.6,1543,Nykaa,"Dark Spot, Whiteheads Low Zinc PCA  Azelaic Acid Spot Treatment"
Clinique Moisturizer,Cetaphil,Papules,Medium,Tea Tree Oil  Centella Asiatica  Azelaic Acid,Exfoliator,normal,1627.55,3.5,3251,Official Website,Papules Medium Tea Tree Oil  Centella Asiatica  Azelaic Acid Exfoliator
Eucerin Spot Treatment,Clinique,Dark Spot,Medium,Lactic Acid  Glycolic Acid,Serum,oily,1632.48,3.6,710,"Ulta, Official Website, Amazon",Dark Spot Medium Lactic Acid  Glycolic Acid Serum
Bioderma Moisturizer,Bioderma,"Blackheads, Nodules, Pustules",Low,Zinc PCA  Tea Tree Oil  Glycolic Acid  Benzoyl Peroxide  Niacinamide,Exfoliator,normal,2539.32,4.7,1404,"Official Website, Ulta","Blackheads, Nodules, Pustules Low Zinc PCA  Tea Tree Oil  Glycolic Acid  Benzoyl Peroxide  Niacinamide Exfoliator"
Bioderma Cleanser,Innisfree,"Nodules, Papules",Medium,Vitamin C  Zinc PCA,Moisturizer,"sensitive, oily, combination",2143.82,5.0,4917,Amazon,"Nodules, Papules Medium Vitamin C  Zinc PCA Moisturizer"
Eucerin Spot Treatment,Paula's Choice,"Papules, Pustules, Whiteheads",Low,Glycolic Acid  Centella Asiatica  Lactic Acid,Exfoliator,"sensitive, oily, combination",800.39,4.3,202,Ulta,"Papules, Pustules, Whiteheads Low Glycolic Acid  Centella Asiatica  Lactic Acid Exfoliator"
Cetaphil Moisturizer,Eucerin,Papules,Medium,Niacinamide  Tea Tree Oil  Azelaic Acid  Salicylic Acid  Lactic Acid,Spot Treatment,"sensitive, combination, dry",1533.47,4.2,4103,"Sephora, Ulta, Amazon",Papules Medium Niacinamide  Tea Tree Oil  Azelaic Acid  Salicylic Acid  Lactic Acid Spot Treatment
Innisfree Spot Treatment,Innisfree,"Blackheads, Papules",Low,Centella Asiatica  Azelaic Acid  Hyaluronic Acid,Serum,"combination, dry",2031.84,4.1,2659,"Dermstore, Official Website, Amazon","Blackheads, Papules Low Centella Asiatica  Azelaic Acid  Hyaluronic Acid Serum"
CeraVe Spot Treatment,Eucerin,Pustules,High,Tea Tree Oil  Azelaic Acid  Zinc PCA  Niacinamide,Cleanser,"sensitive, oily, normal",1281.18,5.0,2906,"Amazon, Nykaa",Pustules High Tea Tree Oil  Azelaic Acid  Zinc PCA  Niacinamide Cleanser
Bioderma Cleanser,Eucerin,Papules,Medium,Glycolic Acid  Niacinamide  Zinc PCA,Toner,combination,2485.52,4.4,2653,"Nykaa, Dermstore",Papules Medium Glycolic Acid  Niacinamide  Zinc PCA Toner
Cetaphil Toner,Neutrogena,Pustules,High,Hyaluronic Acid  Lactic Acid  Retinol  Tea Tree Oil  Benzoyl Peroxide,Exfoliator,"combination, sensitive, dry",1404.38,4.8,696,Ulta,Pustules High Hyaluronic Acid  Lactic Acid  Retinol  Tea Tree Oil  Benzoyl Peroxide Exfoliator
Innisfree Serum,Cetaphil,"Nodules, Papules, Pustules",Medium,Zinc PCA  Niacinamide  Tea Tree Oil,Toner,"dry, normal",1361.15,4.8,4327,Ulta,"Nodules, Papules, Pustules Medium Zinc PCA  Niacinamide  Tea Tree Oil Toner"
CeraVe Toner,Paula's Choice,"Blackheads, Dark Spot",Low,Benzoyl Peroxide  Vitamin C  Lactic Acid  Glycolic Acid,Serum,normal,1317.75,4.7,4222,"Official Website, Nykaa, Dermstore","Blackheads, Dark Spot Low Benzoyl Peroxide  Vitamin C  Lactic Acid  Glycolic Acid Serum"
La Roche-Posay Spot Treatment,Cetaphil,Papules,Medium,Centella Asiatica  Zinc PCA  Benzoyl Peroxide  Retinol,Cleanser,oily,2357.99,3.9,1191,"Nykaa, Dermstore, Ulta",Papules Medium Centella Asiatica  Zinc PCA  Benzoyl Peroxide  Retinol Cleanser
Eucerin Cleanser,CeraVe,"Nodules, Pustules",High,Azelaic Acid  Retinol,Exfoliator,"combination, normal",1380.89,3.8,1012,"Ulta, Sephora, Nykaa","Nodules, Pustules High Azelaic Acid  Retinol Exfoliator"
Clinique Moisturizer,Paula's Choice,Dark Spot,Medium,Salicylic Acid  Lactic Acid  Benzoyl Peroxide,Toner,dry,1919.77,3.9,2929,Dermstore,Dark Spot Medium Salicylic Acid  Lactic Acid  Benzoyl Peroxide Toner
Clinique Cleanser,Bioderma,"Dark Spot, Nodules, Papules",Medium,Salicylic Acid  Retinol  Tea Tree Oil,Serum,"normal, oily",2167.3,4.6,584,"Amazon, Nykaa, Dermstore","Dark Spot, Nodules, Papules Medium Salicylic Acid  Retinol  Tea Tree Oil Serum"
CeraVe Toner,Bioderma,"Blackheads, Nodules",Low,Zinc PCA  Azelaic Acid,Spot Treatment,"oily, combination, sensitive",2845.43,3.7,2365,"Amazon, Sephora, Nykaa","Blackheads, Nodules Low Zinc PCA  Azelaic Acid Spot Treatment"
La Roche-Posay Moisturizer,The Ordinary,Nodules,High,Glycolic Acid  Zinc PCA  Retinol  Tea Tree Oil  Benzoyl Peroxide,Cleanser,"sensitive, dry",2768.37,4.4,2409,"Ulta, Dermstore",Nodules High Glycolic Acid  Zinc PCA  Retinol  Tea Tree Oil  Benzoyl Peroxide Cleanser
The Ordinary Toner,Cetaphil,"Blackheads, Papules, Whiteheads",Low,Zinc PCA  Lactic Acid  Vitamin C  Tea Tree Oil,Moisturizer,"oily, sensitive",379.56,3.8,1152,"Ulta, Sephora","Blackheads, Papules, Whiteheads Low Zinc PCA  Lactic Acid  Vitamin C  Tea Tree Oil Moisturizer"
Bioderma Moisturizer,Clinique,Dark Spot,Medium,Azelaic Acid  Glycolic Acid,Moisturizer,"oily, combination, dry",2381.41,4.1,2769,"Dermstore, Nykaa",Dark Spot Medium Azelaic Acid  Glycolic Acid Moisturizer
Eucerin Spot Treatment,CeraVe,"Nodules, Pustules",High,Tea Tree Oil  Centella Asiatica  Hyaluronic Acid,Cleanser,oily,1908.26,3.9,269,Ulta,"Nodules, Pustules High Tea Tree Oil  Centella Asiatica  Hyaluronic Acid Cleanser"
Bioderma Exfoliator,CeraVe,"Nodules, Pustules",High,Vitamin C  Tea Tree Oil  Niacinamide,Serum,"combination, sensitive, dry",634.76,4.2,4925,Ulta,"Nodules, Pustules High Vitamin C  Tea Tree Oil  Niacinamide Serum"
The Ordinary Spot Treatment,Eucerin,"Blackheads, Nodules, Pustules",Low,Benzoyl Peroxide  Tea Tree Oil  Niacinamide  Vitamin C,Exfoliator,"dry, oily",649.14,4.9,4534,Official Website,"Blackheads, Nodules, Pustules Low Benzoyl Peroxide  Tea Tree Oil  Niacinamide  Vitamin C Exfoliator"
Clinique Moisturizer,La Roche-Posay,"Blackheads, Dark Spot, Whiteheads",Low,Centella Asiatica  Retinol,Serum,"combination, sensitive, normal",2361.02,3.6,2561,"Ulta, Amazon","Blackheads, Dark Spot, Whiteheads Low Centella Asiatica  Retinol Serum"
Bioderma Serum,Neutrogena,Dark Spot,Medium,Centella Asiatica  Tea Tree Oil  Retinol  Lactic Acid,Cleanser,dry,2566.46,4.8,3677,Amazon,Dark Spot Medium Centella Asiatica  Tea Tree Oil  Retinol  Lactic Acid Cleanser
Bioderma Spot Treatment,CeraVe,Whiteheads,Low,Vitamin C  Centella Asiatica,Moisturizer,normal,2863.04,4.0,543,"Official Website, Ulta, Sephora",Whiteheads Low Vitamin C  Centella Asiatica Moisturizer
Clinique Moisturizer,La Roche-Posay,"Blackheads, Dark Spot, Whiteheads",Low,Vitamin C  Zinc PCA,Serum,"sensitive, combination, normal",1558.67,3.5,4973,Sephora,"Blackheads, Dark Spot, Whiteheads Low Vitamin C  Zinc PCA Serum"
Cetaphil Spot Treatment,CeraVe,"Blackheads, Dark Spot, Whiteheads",Low,Hyaluronic Acid  Azelaic Acid  Benzoyl Peroxide  Zinc PCA  Salicylic Acid,Toner,"dry, combination, sensitive",1591.84,4.3,4931,"Ulta, Nykaa, Sephora","Blackheads, Dark Spot, Whiteheads Low Hyaluronic Acid  Azelaic Acid  Benzoyl Peroxide  Zinc PCA  Salicylic Acid Toner"
La Roche-Posay Toner,The Ordinary,Dark Spot,Medium,Glycolic Acid  Tea Tree Oil,Exfoliator,"combination, oily",305.69,4.3,1077,"Nykaa, Ulta, Dermstore",Dark Spot Medium Glycolic Acid  Tea Tree Oil Exfoliator
The Ordinary Cleanser,Clinique,"Papules, Pustules",Medium,Niacinamide  Centella Asiatica  Vitamin C  Azelaic Acid,Moisturizer,dry,557.25,4.4,1003,Official Website,"Papules, Pustules Medium Niacinamide  Centella Asiatica  Vitamin C  Azelaic Acid Moisturizer"
Paula's Choice Exfoliator,The Ordinary,"Blackheads, Papules, Pustules",Low,Vitamin C  Hyaluronic Acid  Benzoyl Peroxide  Azelaic Acid,Serum,"oily, sensitive, combination",685.24,4.0,4134,"Nykaa, Ulta","Blackheads, Papules, Pustules Low Vitamin C  Hyaluronic Acid  Benzoyl Peroxide  Azelaic Acid Serum"
Innisfree Serum,Clinique,"Papules, Pustules, Whiteheads",Low,Tea Tree Oil  Centella Asiatica,Toner,"sensitive, dry",2810.57,4.1,619,Dermstore,"Papules, Pustules, Whiteheads Low Tea Tree Oil  Centella Asiatica Toner"
Paula's Choice Toner,La Roche-Posay,"Blackheads, Pustules",Low,Lactic Acid  Salicylic Acid  Niacinamide  Zinc PCA,Spot Treatment,"sensitive, oily",1195.1,3.8,3259,"Ulta, Amazon","Blackheads, Pustules Low Lactic Acid  Salicylic Acid  Niacinamide  Zinc PCA Spot Treatment"
Cetaphil Exfoliator,CeraVe,"Dark Spot, Pustules, Whiteheads",Low,Vitamin C  Retinol,Toner,sensitive,1427.96,4.1,4813,Nykaa,"Dark Spot, Pustules, Whiteheads Low Vitamin C  Retinol Toner"
Bioderma Toner,Neutrogena,"Dark Spot, Nodules, Papules",Medium,Azelaic Acid  Lactic Acid  Centella Asiatica  Tea Tree Oil,Spot Treatment,oily,2426.64,3.8,2619,"Nykaa, Amazon, Dermstore","Dark Spot, Nodules, Papules Medium Azelaic Acid  Lactic Acid  Centella Asiatica  Tea Tree Oil Spot Treatment"
Clinique Moisturizer,Paula's Choice,Blackheads,Low,Azelaic Acid  Tea Tree Oil  Vitamin C,Cleanser,"sensitive, oily",2152.78,3.9,4137,Amazon,Blackheads Low Azelaic Acid  Tea Tree Oil  Vitamin C Cleanser
Cetaphil Cleanser,Eucerin,Pustules,High,Hyaluronic Acid  Niacinamide  Salicylic Acid  Zinc PCA,Spot Treatment,"normal, sensitive, dry",2862.35,3.6,101,"Official Website, Dermstore, Amazon",Pustules High Hyaluronic Acid  Niacinamide  Salicylic Acid  Zinc PCA Spot Treatment
Clinique Toner,CeraVe,Nodules,High,Niacinamide  Salicylic Acid  Tea Tree Oil,Serum,"oily, combination",1954.22,4.9,3796,Nykaa,Nodules High Niacinamide  Salicylic Acid  Tea Tree Oil Serum
Cetaphil Serum,The Ordinary,Blackheads,Low,Lactic Acid  Zinc PCA  Retinol  Hyaluronic Acid,Serum,"dry, combination, sensitive",476.36,4.2,2265,"Sephora, Amazon, Official Website",Blackheads Low Lactic Acid  Zinc PCA  Retinol  Hyaluronic Acid Serum
Cetaphil Cleanser,Paula's Choice,"Blackheads, Nodules, Whiteheads",Low,Niacinamide  Tea Tree Oil,Toner,"combination, sensitive",1794.37,4.4,1496,"Official Website, Ulta, Dermstore","Blackheads, Nodules, Whiteheads Low Niacinamide  Tea Tree Oil Toner"
Paula's Choice Serum,Neutrogena,Papules,Medium,Benzoyl Peroxide  Vitamin C  Zinc PCA,Spot Treatment,"dry, oily",765.45,4.7,4405,"Amazon, Nykaa",Papules Medium Benzoyl Peroxide  Vitamin C  Zinc PCA Spot Treatment
Innisfree Spot Treatment,The Ordinary,"Blackheads, Dark Spot",Low,Salicylic Acid  Niacinamide  Centella Asiatica  Tea Tree Oil  Lactic Acid,Spot Treatment,"normal, oily",968.39,4.7,1574,Sephora,"Blackheads, Dark Spot Low Salicylic Acid  Niacinamide  Centella Asiatica  Tea Tree Oil  Lactic Acid Spot Treatment"
The Ordinary Cleanser,The Ordinary,"Papules, Whiteheads",Low,Salicylic Acid  Benzoyl Peroxide  Vitamin C,Exfoliator,"dry, normal",2796.95,4.9,3626,Dermstore,"Papules, Whiteheads Low Salicylic Acid  Benzoyl Peroxide  Vitamin C Exfoliator"
Paula's Choice Moisturizer,La Roche-Posay,"Blackheads, Nodules, Whiteheads",Low,Azelaic Acid  Benzoyl Peroxide,Exfoliator,"combination, oily",2508.23,3.7,1991,"Amazon, Sephora","Blackheads, Nodules, Whiteheads Low Azelaic Acid  Benzoyl Peroxide Exfoliator"
Neutrogena Toner,Cetaphil,"Nodules, Papules, Pustules",Medium,Zinc PCA  Centella Asiatica,Exfoliator,combination,2817.49,4.6,324,Ulta,"Nodules, Papules, Pustules Medium Zinc PCA  Centella Asiatica Exfoliator"
Paula's Choice Moisturizer,Cetaphil,Nodules,High,Vitamin C  Tea Tree Oil  Centella Asiatica  Salicylic Acid,Spot Treatment,normal,2553.35,4.2,4807,"Dermstore, Official Website, Nykaa",Nodules High Vitamin C  Tea Tree Oil  Centella Asiatica  Salicylic Acid Spot Treatment
Paula's Choice Spot Treatment,Paula's Choice,"Pustules, Whiteheads",Low,Centella Asiatica  Azelaic Acid  Salicylic Acid  Benzoyl Peroxide,Spot Treatment,sensitive,733.13,4.0,181,"Official Website, Sephora","Pustules, Whiteheads Low Centella Asiatica  Azelaic Acid  Salicylic Acid  Benzoyl Peroxide Spot Treatment"
The Ordinary Exfoliator,Cetaphil,"Papules, Pustules",Medium,Hyaluronic Acid  Centella Asiatica  Lactic Acid,Toner,"dry, normal",1031.45,4.3,3018,"Dermstore, Amazon, Official Website","Papules, Pustules Medium Hyaluronic Acid  Centella Asiatica  Lactic Acid Toner"
CeraVe Serum,Neutrogena,"Nodules, Pustules",High,Tea Tree Oil  Lactic Acid  Niacinamide  Hyaluronic Acid,Serum,"normal, sensitive, combination",2777.18,4.0,341,"Ulta, Official Website, Amazon","Nodules, Pustules High Tea Tree Oil  Lactic Acid  Niacinamide  Hyaluronic Acid Serum"
The Ordinary Serum,Paula's Choice,"Blackheads, Dark Spot, Nodules",Low,Azelaic Acid  Lactic Acid  Hyaluronic Acid  Zinc PCA  Niacinamide,Exfoliator,"combination, normal",1250.43,3.9,2448,"Ulta, Official Website, Sephora","Blackheads, Dark Spot, Nodules Low Azelaic Acid  Lactic Acid  Hyaluronic Acid  Zinc PCA  Niacinamide Exfoliator"
Innisfree Moisturizer,Paula's Choice,Blackheads,Low,Niacinamide  Zinc PCA  Retinol  Azelaic Acid,Moisturizer,oily,2266.78,4.7,3482,"Sephora, Official Website",Blackheads Low Niacinamide  Zinc PCA  Retinol  Azelaic Acid Moisturizer
CeraVe Toner,The Ordinary,"Dark Spot, Nodules, Papules",Medium,Tea Tree Oil  Zinc PCA,Serum,"sensitive, combination",877.11,4.4,3488,Ulta,"Dark Spot, Nodules, Papules Medium Tea Tree Oil  Zinc PCA Serum"
Clinique Toner,Eucerin,"Dark Spot, Whiteheads",Low,Niacinamide  Tea Tree Oil  Zinc PCA  Glycolic Acid  Benzoyl Peroxide,Cleanser,oily,1541.67,4.3,1902,"Nykaa, Sephora, Amazon","Dark Spot, Whiteheads Low Niacinamide  Tea Tree Oil  Zinc PCA  Glycolic Acid  Benzoyl Peroxide Cleanser"
Cetaphil Toner,Neutrogena,Pustules,High,Niacinamide  Zinc PCA  Benzoyl Peroxide,Serum,"oily, sensitive, dry",2103.53,4.4,1824,"Amazon, Ulta",Pustules High Niacinamide  Zinc PCA  Benzoyl Peroxide Serum
Clinique Exfoliator,Neutrogena,"Nodules, Papules, Pustules",Medium,Niacinamide  Benzoyl Peroxide  Salicylic Acid  Lactic Acid,Moisturizer,combination,1250.39,3.9,104,Nykaa,"Nodules, Papules, Pustules Medium Niacinamide  Benzoyl Peroxide  Salicylic Acid  Lactic Acid Moisturizer"
Cetaphil Moisturizer,The Ordinary,"Nodules, Pustules",High,Benzoyl Peroxide  Retinol  Niacinamide  Centella Asiatica,Serum,combination,1840.01,3.7,3552,"Nykaa, Amazon","Nodules, Pustules High Benzoyl Peroxide  Retinol  Niacinamide  Centella Asiatica Serum"
Neutrogena Cleanser,The Ordinary,"Blackheads, Dark Spot, Papules",Low,Tea Tree Oil  Centella Asiatica  Lactic Acid  Zinc PCA  Glycolic Acid,Serum,"normal, oily",2792.4,4.6,1488,Nykaa,"Blackheads, Dark Spot, Papules Low Tea Tree Oil  Centella Asiatica  Lactic Acid  Zinc PCA  Glycolic Acid Serum"
The Ordinary Moisturizer,The Ordinary,Dark Spot,Medium,Benzoyl Peroxide  Zinc PCA  Tea Tree Oil  Retinol,Spot Treatment,"sensitive, normal, oily",1552.44,4.7,4330,Ulta,Dark Spot Medium Benzoyl Peroxide  Zinc PCA  Tea Tree Oil  Retinol Spot Treatment
Eucerin Exfoliator,Innisfree,"Blackheads, Nodules",Low,Tea Tree Oil  Benzoyl Peroxide  Vitamin C  Niacinamide,Serum,"sensitive, dry",2242.68,4.2,2653,"Sephora, Nykaa","Blackheads, Nodules Low Tea Tree Oil  Benzoyl Peroxide  Vitamin C  Niacinamide Serum"
The Ordinary Exfoliator,Cetaphil,"Dark Spot, Papules, Whiteheads",Low,Benzoyl Peroxide  Azelaic Acid  Tea Tree Oil  Zinc PCA,Serum,oily,1148.51,3.7,2221,Dermstore,"Dark Spot, Papules, Whiteheads Low Benzoyl Peroxide  Azelaic Acid  Tea Tree Oil  Zinc PCA Serum"
Cetaphil Serum,Innisfree,Pustules,High,Zinc PCA  Azelaic Acid  Centella Asiatica,Spot Treatment,"combination, sensitive",2850.21,3.6,4109,"Dermstore, Nykaa",Pustules High Zinc PCA  Azelaic Acid  Centella Asiatica Spot Treatment
Paula's Choice Exfoliator,Innisfree,"Blackheads, Dark Spot, Papules",Low,Niacinamide  Hyaluronic Acid  Retinol,Moisturizer,dry,1771.63,4.1,2963,Amazon,"Blackheads, Dark Spot, Papules Low Niacinamide  Hyaluronic Acid  Retinol Moisturizer"
Clinique Exfoliator,Neutrogena,Blackheads,Low,Salicylic Acid  Benzoyl Peroxide  Glycolic Acid,Toner,"normal, combination, sensitive",2458.83,4.3,1100,Sephora,Blackheads Low Salicylic Acid  Benzoyl Peroxide  Glycolic Acid Toner
Clinique Serum,Neutrogena,"Nodules, Papules, Pustules",Medium,Azelaic Acid  Salicylic Acid  Vitamin C  Glycolic Acid  Centella Asiatica,Cleanser,"sensitive, combination, normal",1439.68,4.9,4868,"Ulta, Sephora, Official Website","Nodules, Papules, Pustules Medium Azelaic Acid  Salicylic Acid  Vitamin C  Glycolic Acid  Centella Asiatica Cleanser"
Eucerin Exfoliator,The Ordinary,Blackheads,Low,Zinc PCA  Niacinamide,Spot Treatment,combination,2478.99,4.9,1568,"Nykaa, Sephora, Dermstore",Blackheads Low Zinc PCA  Niacinamide Spot Treatment
Eucerin Serum,Cetaphil,Whiteheads,Low,Hyaluronic Acid  Lactic Acid,Moisturizer,"combination, sensitive",1551.55,3.9,2138,Amazon,Whiteheads Low Hyaluronic Acid  Lactic Acid Moisturizer
Bioderma Toner,Neutrogena,"Nodules, Papules, Whiteheads",Low,Lactic Acid  Hyaluronic Acid,Moisturizer,"oily, normal",1852.77,4.0,2488,"Official Website, Ulta","Nodules, Papules, Whiteheads Low Lactic Acid  Hyaluronic Acid Moisturizer"
The Ordinary Spot Treatment,CeraVe,"Blackheads, Papules, Whiteheads",Low,Lactic Acid  Benzoyl Peroxide  Retinol  Glycolic Acid,Toner,"sensitive, normal, oily",1989.63,4.1,3707,"Amazon, Dermstore","Blackheads, Papules, Whiteheads Low Lactic Acid  Benzoyl Peroxide  Retinol  Glycolic Acid Toner"
Neutrogena Spot Treatment,Cetaphil,"Blackheads, Whiteheads",Low,Niacinamide  Zinc PCA  Lactic Acid  Vitamin C  Centella Asiatica,Exfoliator,"combination, normal, sensitive",2204.52,4.5,2724,"Sephora, Amazon, Ulta","Blackheads, Whiteheads Low Niacinamide  Zinc PCA  Lactic Acid  Vitamin C  Centella Asiatica Exfoliator"
The Ordinary Toner,Innisfree,Pustules,High,Benzoyl Peroxide  Lactic Acid  Niacinamide  Vitamin C  Glycolic Acid,Cleanser,"sensitive, normal",954.49,3.7,449,"Dermstore, Sephora, Official Website",Pustules High Benzoyl Peroxide  Lactic Acid  Niacinamide  Vitamin C  Glycolic Acid Cleanser
Cetaphil Cleanser,The Ordinary,Dark Spot,Medium,Niacinamide  Zinc PCA  Lactic Acid  Benzoyl Peroxide  Glycolic Acid,Toner,"normal, dry",882.94,4.7,1523,"Official Website, Ulta, Sephora",Dark Spot Medium Niacinamide  Zinc PCA  Lactic Acid  Benzoyl Peroxide  Glycolic Acid Toner
La Roche-Posay Toner,The Ordinary,"Blackheads, Nodules",Low,Vitamin C  Hyaluronic Acid  Niacinamide  Azelaic Acid  Salicylic Acid,Serum,"normal, oily",2264.42,3.6,1294,"Dermstore, Nykaa, Ulta","Blackheads, Nodules Low Vitamin C  Hyaluronic Acid  Niacinamide  Azelaic Acid  Salicylic Acid Serum"
The Ordinary Spot Treatment,Eucerin,"Dark Spot, Nodules, Papules",Medium,Hyaluronic Acid  Benzoyl Peroxide,Toner,dry,2892.34,4.0,3705,"Ulta, Official Website, Amazon","Dark Spot, Nodules, Papules Medium Hyaluronic Acid  Benzoyl Peroxide Toner"
